id	effectiveTime	active	moduleId	refsetId	referencedComponentId	mapTarget	attributeId	correlationId	contentOriginId
89560b1e-ead1-4522-8a69-dbf3ad41a17c	20140926	1	705115006	705112009	444067005	LP37881-7	704320005	447557004	705119000
8968e412-30a5-4ce6-9b61-481dceefa127	20140926	1	705115006	705112009	444250005	LP37392-5	704320005	447557004	705119000
89a02c6e-e2a5-4d9a-9d9f-64f5e1841736	20140926	1	705115006	705112009	120711008	LP38074-8	704320005	447557004	705119000
89a2f5b7-7dc0-44d1-b30a-95b343fbe5c5	20140926	1	705115006	705112009	5699003	LP15669-2	704320005	447557004	705119000
89e8fd2a-56aa-4187-b56e-a0f1776199e3	20140926	1	705115006	705112009	115389004	LP18443-9	704320005	447557004	705119000
89f595c8-2622-4b6a-bf6c-bbf4f00f4c1f	20140926	1	705115006	705112009	6879004	LP33076-8	704320005	447557004	705119000
8a4741cf-0d4d-4fa3-8537-14e65dd79544	20140926	1	705115006	705112009	387092000	LP14288-2	704320005	447559001	705119000
8a760d49-7c65-482e-a682-f998478d50df	20140926	1	705115006	705112009	102763000	LP15803-7	704320005	447557004	705119000
8adb0e07-8a9a-4746-ae77-fb9eb97cfd76	20140926	1	705115006	705112009	115464009	LP14914-3	704320005	447557004	705119000
8af93e3f-9c1a-4177-8989-486e67d619e5	20140926	1	705115006	705112009	259221006	LP14349-2	704320005	447557004	705119000
8b02661e-4e99-48b1-85b1-731bac0f26e8	20140926	1	705115006	705112009	102712000	LP15820-1	704320005	447557004	705119000
8b049c22-c555-403b-a3dc-a63e861490fd	20140926	1	705115006	705112009	259362002	LP15794-8	704324001	447559001	705119000
8b517e38-f8b2-42cc-801e-4727ad5d28ce	20140926	1	705115006	705112009	115583004	LP15534-8	704320005	447557004	705119000
8b535dfe-ce3a-4357-8ccd-1d0f1e56a9d5	20140926	1	705115006	705112009	120963008	LP37827-0	704320005	447557004	705119000
8b6bf855-445a-45d2-b661-69e706920b0a	20140926	1	705115006	705112009	259498006	LP15446-5	704320005	447557004	705119000
8b6c9915-7290-4ee4-9195-2857fb609285	20140926	1	705115006	705112009	387056004	LP21256-0	704320005	447557004	705119000
8b6d631c-ece8-4ae8-a5f0-30da5aa34faa	20140926	1	705115006	705112009	120895005	LP39147-1	704320005	447557004	705119000
8b77e24f-726f-4c88-8c2b-36a3f559dca0	20140926	1	705115006	705112009	120928003	LP39588-6	704320005	447557004	705119000
8b7d81d1-c76a-4724-8126-9de9c7c24478	20140926	1	705115006	705112009	388274002	LP147755-5	704320005	447557004	705119000
8bca081a-c144-4125-83e0-3ba6a0dd293d	20140926	1	705115006	705112009	116942002	LP37120-0	704320005	447557004	705119000
8bd2ea73-8143-4c90-bed3-6c9dda56f05f	20140926	1	705115006	705112009	120811002	LP37825-4	704320005	447557004	705119000
8bf3d265-3c72-4b46-85f9-72eb7924783f	20140926	1	705115006	705112009	116925008	LP38452-6	704320005	447557004	705119000
8c04a2f4-4439-4899-b1b1-c60e5354cdc5	20140926	1	705115006	705112009	120904000	LP39821-1	704320005	447557004	705119000
8c165c96-6153-4110-b2d0-0de903a73c1a	20140926	1	705115006	705112009	14804005	LP32032-2	704325000	447557004	705119000
8c541220-de7c-480c-9c86-a6f2875b1c45	20140926	1	705115006	705112009	115590009	LP18119-5	704320005	447559001	705119000
8c6ccd2a-6b33-4d7e-b46e-c753e49f7506	20140926	1	705115006	705112009	56953008	LP6843-9	704318007	447557004	705119000
8c77ccce-8e9b-4b88-ab0b-0b36f43dee9c	20140926	1	705115006	705112009	21458005	LP15028-1	704320005	447557004	705119000
8c7a4f6d-c93b-4383-bf09-629d81a091a9	20140926	1	705115006	705112009	23816007	LP15883-9	704324001	447559001	705119000
8c7e42b2-8df3-450f-bdff-a88302f96add	20140926	1	705115006	705112009	259690008	LP16413-4	704320005	447557004	705119000
8cf148fb-380b-4717-8c6b-22305a7d5c23	20140926	1	705115006	705112009	243368001	LP39075-4	704320005	447557004	705119000
8cf18d88-c160-4b20-bfe7-8a17be9f98c8	20140926	1	705115006	705112009	75777003	LP31391-3	704320005	447557004	705119000
8d2113e2-f516-423a-a42f-297961a861c5	20140926	1	705115006	705112009	118550005	LP6836-3	704318007	447557004	705119000
8d55e997-9412-42aa-8374-59a670c24347	20140926	1	705115006	705112009	28112009	LP19409-9	704320005	447557004	705119000
8d6da912-1e2a-49c5-a4d2-136d973595b6	20140926	1	705115006	705112009	81905004	LP32057-9	704325000	447557004	705119000
8d72e718-63dd-4916-b3b8-9d6d69da740f	20140926	1	705115006	705112009	34453005	LP16560-2	704320005	447557004	705119000
8d7b7cc1-3e2e-4c59-87dd-b24b8be69028	20140926	1	705115006	705112009	87316007	LP15155-2	704320005	447559001	705119000
8d8c79cc-3690-4f60-9914-d6fd3d74b1ec	20140926	1	705115006	705112009	121114002	LP38410-4	704320005	447557004	705119000
8d986407-f316-4526-ba8f-5f33df96cab4	20140926	1	705115006	705112009	102788008	LP15371-5	704320005	447557004	705119000
8d9aec6e-c3d3-458e-a962-87fd3e866f83	20140926	1	705115006	705112009	250428009	LP28997-2	704320005	447557004	705119000
8de5a636-7a60-4d3f-9f53-be93aa7dade6	20140926	1	705115006	705112009	388021000	LP148063-3	704320005	447557004	705119000
8de7f917-01c4-4b6c-8106-5974449f5577	20140926	1	705115006	705112009	312283005	LP32884-6	704320005	447557004	705119000
8de9edda-7067-49e2-a609-ddaae38e24b2	20140926	1	705115006	705112009	44187007	LP17388-7	704320005	447557004	705119000
8e1df54f-4132-4634-8d1d-2e0633aa7b7d	20140926	1	705115006	705112009	118568008	LP6895-9	704318007	447557004	705119000
8e47100d-b673-41fd-b771-b35c291eb93f	20140926	1	705115006	705112009	117461002	LP70167-9	704325000	447557004	705119000
8e660016-f4e5-4082-86d4-2d557c350075	20140926	1	705115006	705112009	71975005	LP15160-2	704320005	447557004	705119000
8ea1dc33-29fe-42c9-87ad-22fed27abe64	20140926	1	705115006	705112009	416094000	LP19866-0	704320005	447557004	705119000
8ebbd517-f061-4e5a-b6d5-397fcffe01df	20140926	1	705115006	705112009	120672003	LP40166-8	704320005	447557004	705119000
8ef729e8-7f5a-447d-a373-888c5957b621	20140926	1	705115006	705112009	372833007	LP32648-5	704320005	447557004	705119000
8f009cbb-7feb-4fd3-bfb9-ef1b154e3f06	20140926	1	705115006	705112009	75421001	LP15043-0	704320005	447557004	705119000
8f121a9b-9bdb-40e9-a929-403b0b14d8c6	20140926	1	705115006	705112009	120960006	LP38416-1	704320005	447557004	705119000
8f2f5917-2bab-4a16-8afe-a33051eaafcf	20140926	1	705115006	705112009	103063002	LP15596-7	704320005	447557004	705119000
8f39aa63-57d3-4bf3-9179-27f28a48bf69	20140926	1	705115006	705112009	121074009	LP37313-1	704320005	447557004	705119000
8f503679-cf9c-4000-9e9c-c407d8296e6b	20140926	1	705115006	705112009	43953005	LP14071-2	704324001	447559001	705119000
8f7efcbc-c114-4e2b-90b8-a972a4d3a94f	20140926	1	705115006	705112009	259723008	LP29281-0	704320005	447557004	705119000
8f928639-d25f-4ce2-af73-d4c178eaea43	20140926	1	705115006	705112009	82160008	LP95082-1	704320005	447557004	705119000
8fb67741-d3da-423f-a55f-886efe3b02d0	20140926	1	705115006	705112009	387517004	LP14712-1	704320005	447557004	705119000
901b73bf-72d1-4c0d-ab14-14f95f6bcf0c	20140926	1	705115006	705112009	115450009	LP14517-4	704320005	447559001	705119000
905f67a9-782b-4c15-a156-ae2850e20f9d	20140926	1	705115006	705112009	116962005	LP39869-0	704320005	447557004	705119000
9065e01e-0da6-4e43-b39f-011eba5a99d0	20140926	1	705115006	705112009	430640006	LP32146-0	704325000	447557004	705119000
90777b0e-c107-4eeb-b472-295f93cf236d	20140926	1	705115006	705112009	102785006	LP14021-7	704320005	447557004	705119000
90bc0cd3-9961-4941-898b-ba28eab96b32	20140926	1	705115006	705112009	117468008	LP19327-3	704320005	447557004	705119000
90bd08f4-ac39-4995-9579-512a85ec1ca2	20140926	1	705115006	705112009	102713005	LP15735-1	704320005	447559001	705119000
90c93933-bf2e-4715-8533-c81a018f3594	20140926	1	705115006	705112009	30022007	LP15504-1	704324001	447559001	705119000
9127442e-41be-431b-92b6-775b88cf38ff	20140926	1	705115006	705112009	387984006	LP148166-4	704320005	447557004	705119000
91323c15-59b0-4665-9ace-18dde52b6fab	20140926	1	705115006	705112009	387923002	LP147729-0	704320005	447557004	705119000
9133b10d-1963-44c3-a7c7-4bdbbe1e7a03	20140926	1	705115006	705112009	118553007	LP6840-5	704318007	447557004	705119000
91561788-6864-4655-8df5-8509d22dd884	20140926	1	705115006	705112009	55170008	LP15161-0	704320005	447559001	705119000
915f2686-bfc7-4a23-9a5f-811ff0f565f5	20140926	1	705115006	705112009	102694005	LP16216-1	704320005	447559001	705119000
918ea33d-3342-4be9-961c-db28528db661	20140926	1	705115006	705112009	115374008	LP18425-6	704320005	447557004	705119000
919a13ac-900a-4a5b-bc88-070626428e53	20140926	1	705115006	705112009	388098003	LP147783-7	704320005	447557004	705119000
91c41c01-d025-421e-9934-f38e97dbe32a	20140926	1	705115006	705112009	3829006	LP15677-5	704320005	447559001	705119000
91daab73-9d6d-44cf-82d1-4d1855af353d	20140926	1	705115006	705112009	73723004	LP15558-7	704320005	447559001	705119000
91e5a973-43ab-4ffd-96ca-fb4c7b983b4c	20140926	1	705115006	705112009	17872004	LP16660-0	704320005	447557004	705119000
920005e6-2942-45ed-afb8-c7e2c10f298d	20140926	1	705115006	705112009	26250004	LP14160-3	704320005	447557004	705119000
92141d41-1276-4632-8ad4-65520f962458	20140926	1	705115006	705112009	407491000	LP14242-9	704320005	447557004	705119000
922f9ac0-e5cc-4671-9934-d6816bdcc658	20140926	1	705115006	705112009	82409003	LP38323-9	704320005	447557004	705119000
9246f573-a689-418c-a91a-fd89098a5f80	20140926	1	705115006	705112009	387168006	LP15722-9	704320005	447557004	705119000
924bddf6-1afb-407c-9c0b-4f67357fcc8a	20140926	1	705115006	705112009	121130005	LP38697-6	704320005	447557004	705119000
9251fff5-e662-4e13-a971-2b534e9ba761	20140926	1	705115006	705112009	102747008	LP70332-9	704325000	447557004	705119000
9260465b-3874-4b0e-9ebe-525d52541468	20140926	1	705115006	705112009	41410009	LP15673-4	704320005	447557004	705119000
926ec99d-07fb-4401-bba3-18af3540d65d	20140926	1	705115006	705112009	13585009	LP15066-1	704320005	447557004	705119000
92899026-47cd-4e25-8576-697a3b82e146	20140926	1	705115006	705112009	120852006	LP39327-9	704320005	447557004	705119000
92967d93-e575-48d0-a1cf-c8c408628856	20140926	1	705115006	705112009	703492002	LP102219-5	246501002	447557004	705117003
92976374-902c-4076-9247-d666fef71309	20140926	1	705115006	705112009	120713006	LP39285-9	704320005	447557004	705119000
92c111bf-25dd-4c56-a214-74b110cc8594	20140926	1	705115006	705112009	102739008	LP15491-1	704320005	447557004	705119000
92d7d853-1dfc-4615-bc62-644413334a6c	20140926	1	705115006	705112009	120999003	LP37839-5	704320005	447557004	705119000
92e48fb3-335e-4f51-b437-d87dc420b781	20140926	1	705115006	705112009	112118000	LP15548-8	704320005	447557004	705119000
92e4f203-4252-48ad-a41a-5fae042d38b5	20140926	1	705115006	705112009	259298008	LP36802-4	704320005	447557004	705119000
92e58e23-8322-404d-a97e-ddfe9f12224a	20140926	1	705115006	705112009	121108009	LP37837-9	704320005	447557004	705119000
92f6b6c0-dea5-45bb-9088-521806c5a65a	20140926	1	705115006	705112009	32457005	LP7238-1	704319004	447558009	705119000
933669b4-938e-46eb-947c-4b1243bc1d26	20140926	1	705115006	705112009	117455000	LP19324-0	704320005	447557004	705119000
9337f251-378f-44ec-8ffd-ad0a475ee3a7	20140926	1	705115006	705112009	409822003	LP14082-9	704320005	447557004	705119000
9344a1c3-5a6b-4793-8527-c5238fe5ddcf	20140926	1	705115006	705112009	16378004	LP14597-6	704320005	447558009	705119000
93508b45-0f68-4736-81f0-1c877c6647d5	20140926	1	705115006	705112009	387964007	LP148047-6	704320005	447557004	705119000
9371c9b2-f756-431d-b785-063b609b318e	20140926	1	705115006	705112009	115585006	LP18645-9	704320005	447559001	705119000
937b7c8c-a7e1-463e-87ae-8ed7efe1181e	20140926	1	705115006	705112009	116931006	LP39883-1	704320005	447557004	705119000
937e82af-8fd3-4a4c-aec1-f019dbf10b0e	20140926	1	705115006	705112009	118565006	LP6893-4	704318007	447557004	705119000
93adb7b6-b6c2-4ffd-86a6-d07b26e0b93b	20140926	1	705115006	705112009	119376003	LP7641-6	704327008	447558009	705119000
940d47d9-7c52-4c95-a434-ecedcaa752a5	20140926	1	705115006	705112009	25644008	LP15830-0	704320005	447557004	705119000
940ec35d-5ba9-48a0-b5a4-67626e3ef442	20140926	1	705115006	705112009	75828004	LP15510-8	704320005	447557004	705119000
94a49867-664b-46be-a9a9-99f38ca80900	20140926	1	705115006	705112009	415720002	LP15897-9	704320005	447557004	705119000
950c3617-2eea-4fa1-91f0-d1a832ebadb3	20140926	1	705115006	705112009	414324002	LP37457-6	704320005	447557004	705119000
95158b59-0cd9-4f30-88ec-a9d51d35d1d2	20140926	1	705115006	705112009	62694003	LP14070-4	704320005	447557004	705119000
951b2d3d-629b-4620-9a17-02e2985bfe56	20140926	1	705115006	705112009	387874009	LP148095-5	704320005	447557004	705119000
951cea28-d839-4deb-b275-ac3054f51bee	20140926	1	705115006	705112009	50762005	LP16469-6	704320005	447557004	705119000
95338c6d-6ff0-4898-9f9b-5ae5885aeb55	20140926	1	705115006	705112009	42607007	LP15469-7	704320005	447557004	705119000
9533f42a-25f7-4b5c-b27e-15c4c42c3b56	20140926	1	705115006	705112009	14976009	LP31798-9	704320005	447557004	705119000
956715fd-f09d-422f-a604-5ba3da12f760	20140926	1	705115006	705112009	412631008	LP28537-6	704320005	447557004	705119000
956fbba9-6686-4472-806b-22a15376b1e2	20140926	1	705115006	705112009	15730005	LP14913-5	704324001	447559001	705119000
95b48657-f455-4d5a-8d4f-e8c92dbe1859	20140926	1	705115006	705112009	259458009	LP18406-6	704320005	447559001	705119000
95b5050d-4f54-4480-9ca9-a3b211663647	20140926	1	705115006	705112009	19551004	LP14853-3	704320005	447557004	705119000
95c968ae-e9a7-4cac-ac3d-e626fdfe83fc	20140926	1	705115006	705112009	388041005	LP147971-8	704320005	447557004	705119000
95d3b23f-bd68-4cf3-999e-52bdd7ae924b	20140926	1	705115006	705112009	120679007	LP39846-8	704320005	447557004	705119000
95d9bd73-e65e-4266-a81a-109ab52f5ef4	20140926	1	705115006	705112009	373505007	LP14729-5	704320005	447557004	705119000
960ddb4c-dc55-444a-adc4-d5c9a7d77463	20140926	1	705115006	705112009	120900009	LP40173-4	704320005	447557004	705119000
9615e072-2270-4375-9b63-fb107c6e6025	20140926	1	705115006	705112009	120759008	LP38034-2	704320005	447557004	705119000
961834a9-0810-424d-9c0e-064a3c794279	20140926	1	705115006	705112009	120656006	LP38303-1	704320005	447557004	705119000
962b7b7b-edf1-49d7-8806-2a90f9faa376	20140926	1	705115006	705112009	410656007	LP6886-8	704318007	447557004	705119000
967124d9-8e5f-4125-a0ff-33bcca00843d	20140926	1	705115006	705112009	387981003	LP147747-2	704320005	447557004	705119000
9673ef18-98b8-441a-8814-e09df671b0ae	20140926	1	705115006	705112009	117295001	LP18470-2	704320005	447557004	705119000
9691eab6-917b-4bba-a1cd-2603bd00963b	20140926	1	705115006	705112009	41598000	LP14661-0	704320005	447559001	705119000
96d42516-0110-4e35-8287-d69edf67bfe5	20140926	1	705115006	705112009	120754003	LP38826-1	704320005	447557004	705119000
96e3149e-6b7d-475e-9510-3281a86ca5d8	20140926	1	705115006	705112009	115457007	LP15588-4	704320005	447559001	705119000
96e673bf-c2c0-4396-b3b7-f07d434cc9b3	20140926	1	705115006	705112009	120961005	LP38541-6	704320005	447557004	705119000
970be9f9-e51b-4b6b-9bf6-02f108cc50cc	20140926	1	705115006	705112009	49745002	LP70321-2	704325000	447557004	705119000
971d08b1-9e62-4bdb-b2a3-2c80d7a498a5	20140926	1	705115006	705112009	115375009	LP18426-4	704324001	447559001	705119000
97377519-1ab9-4440-b667-2b2301ae610d	20140926	1	705115006	705112009	702666009	LP6216-8	246501002	447557004	705117003
974667be-119c-4ea9-9701-332a070eabb2	20140926	1	705115006	705112009	120827009	LP37835-3	704320005	447557004	705119000
