id	effectiveTime	active	moduleId	definitionStatusId
403564004	20140109	1	900000000000207008	900000000000074008
278513006	20140109	0	900000000000207008	900000000000074008
10993002	20140113	0	900000000000207008	900000000000074008
240093008	20140109	0	900000000000207008	900000000000074008
310047004	20140116	0	900000000000207008	900000000000074008
440419004	20140109	1	900000000000207008	900000000000073002
37008009	20140113	0	900000000000207008	900000000000074008
48296005	20140113	0	900000000000207008	900000000000074008
8078004	20140113	0	900000000000207008	900000000000074008
35185008	20140110	1	900000000000207008	900000000000073002
403469006	20140109	1	900000000000207008	900000000000073002
194201001	20140115	0	900000000000207008	900000000000074008
71126005	20140113	0	900000000000207008	900000000000074008
32917001	20140117	0	900000000000207008	900000000000074008
90732008	20140113	0	900000000000207008	900000000000074008
45157009	20140126	0	900000000000207008	900000000000074008
73855005	20140117	0	900000000000207008	900000000000074008
402714001	20140109	1	900000000000207008	900000000000073002
28168000	20140126	0	900000000000207008	900000000000074008
9050009	20140113	0	900000000000207008	900000000000074008
9100000	20140113	0	900000000000207008	900000000000074008
68759006	20140126	0	900000000000207008	900000000000074008
12793000	20140116	0	900000000000207008	900000000000074008
310053004	20140116	0	900000000000207008	900000000000074008
302827006	20140109	1	900000000000207008	900000000000074008
53720002	20140113	0	900000000000207008	900000000000074008
53897000	20140113	0	900000000000207008	900000000000074008
75131001	20140113	0	900000000000207008	900000000000074008
310044006	20140117	0	900000000000207008	900000000000074008
204764006	20140128	0	900000000000207008	900000000000074008
abc716a4-2ed6-4a6b-aa4d-e206ec510088	20140103	1	900000000000207008	900000000000074008
037b2dc9-c335-4e25-b225-3f24df35c9aa	20140103	1	900000000000207008	900000000000074008
72a6d19f-7ce9-4da2-b97c-f5bc25f9c16b	20140108	1	900000000000207008	900000000000074008
e0099fa0-02b0-4ba7-861e-961af3aba85b	20140108	1	900000000000207008	900000000000074008
356304a2-6e4c-469a-84c6-ab4c0b9494d7	20140108	1	900000000000207008	900000000000073002
277582a7-c780-416f-b03b-c63a8a22ed4c	20140108	1	900000000000207008	900000000000073002
397e0d39-546c-4e29-9496-406625515c0d	20140108	1	900000000000207008	900000000000073002
2be1c12d-2821-43a1-b3dc-1e4856a904da	20140108	1	900000000000207008	900000000000073002
8708818e-8a98-4ac5-b032-7b049cb7a0ea	20140108	1	900000000000207008	900000000000073002
9d8c93ba-38b3-43cf-9f45-73988cf31cfa	20140108	1	900000000000207008	900000000000074008
c9cfaa44-5cc7-4310-8768-be08916b0299	20140108	1	900000000000207008	900000000000073002
69904ef1-aa27-4772-ae3a-5cf99887ef8b	20140108	1	900000000000207008	900000000000074008
d925d780-0bdd-4263-bb8d-ed65ee288b6a	20140109	1	900000000000207008	900000000000073002
bf3bb952-3d5d-4fe3-ab34-83dc84201aad	20140109	1	900000000000207008	900000000000073002
744623f0-882d-43e9-bb4c-31032f9c3250	20140109	1	900000000000207008	900000000000074008
0539f2cb-a3b4-450a-ab82-9503d6ba8b85	20140109	1	900000000000207008	900000000000073002
ff96c370-aafb-46fd-844c-f816f965367c	20140109	1	900000000000207008	900000000000073002
68317d76-7f52-44f2-85cb-029b4277e505	20140109	1	900000000000207008	900000000000074008
eb09901e-cdf2-4ed5-b138-8216e36f1627	20140109	1	900000000000207008	900000000000074008
ab1081a0-de06-4364-bd52-a93f1309ef9d	20140109	1	900000000000207008	900000000000074008
e6a1e4d7-78cf-4924-967a-605ec606570d	20140109	1	900000000000207008	900000000000074008
a3c76b77-998a-47b9-a823-ed00a8acd2b2	20140109	1	900000000000207008	900000000000074008
792e3195-abf3-4036-af21-b2853b5abd5f	20140109	1	900000000000207008	900000000000074008
2bc06f29-2285-4738-8af9-5d9270fa1036	20140109	1	900000000000207008	900000000000074008
7c3da627-7de0-465d-930b-b72606c9db8e	20140109	1	900000000000207008	900000000000074008
4f8eae45-fd87-4deb-a418-8b7275ae46e8	20140109	1	900000000000207008	900000000000074008
d091700b-b073-4f06-bc04-b5ce842a89fa	20140109	1	900000000000207008	900000000000074008
f4b61d62-1365-4197-99a7-0334c1f6d3b9	20140109	1	900000000000207008	900000000000074008
67782691-ab36-4e22-9000-23fd8427f5d0	20140109	1	900000000000207008	900000000000073002
84377ae9-fc40-4f85-ab48-28bbf61dd25c	20140109	1	900000000000207008	900000000000073002
f56405cc-c2ee-4365-b954-a3f6195b5d19	20140109	1	900000000000207008	900000000000074008
441495ad-9cac-4fe2-b8b0-1f3ffe6bfb6c	20140109	1	900000000000207008	900000000000073002
295131000119103	20140109	1	900000000000207008	900000000000073002
3961000119101	20140109	1	900000000000207008	900000000000074008
42c33b20-d089-43b2-aadf-f55857ce5872	20140110	1	900000000000207008	900000000000073002
a3d6cfa3-8b04-429d-ba6a-f4a1279567b2	20140110	1	900000000000207008	900000000000073002
