id	effectiveTime	active	moduleId	refsetId	referencedComponentId	mapTarget
54440131-8974-565e-8e6b-b1d98a2dcaf4	20140109	1	900000000000207008	900000000000498005	403564004	D0-4020A
8afce22a-f6aa-5204-bc6b-7e7452c1046a	20140109	1	900000000000207008	900000000000498005	278513006	DA-51812
0c3feae0-7051-56b0-a0f8-6dce1f4db72a	20140113	1	900000000000207008	900000000000498005	10993002	P8-30480
b29a6606-6f98-502c-839c-b3965d64c366	20140109	1	900000000000207008	900000000000498005	240093008	DA-51818
1c992756-8ca7-590e-9991-3fa35a54e902	20140116	1	900000000000207008	900000000000498005	310047004	P0-00709
23691039-ce0d-5a66-8c41-6f2e50edf0ae	20140109	1	900000000000207008	900000000000498005	440419004	R-00712
93d0d73f-6110-5517-b73b-239cdb1a20b4	20140113	1	900000000000207008	900000000000498005	37008009	P8-30640
dc3928e6-fd24-5cf8-8712-e281860cc575	20140113	1	900000000000207008	900000000000498005	48296005	P8-30560
b2ef2149-3ffa-50ab-8326-4c98d27d4aed	20140113	1	900000000000207008	900000000000498005	8078004	P8-30720
fc4e44c7-4b48-54ea-a7b7-550004d2b530	20140110	1	900000000000207008	900000000000498005	35185008	D1-30200
b3fda423-b42c-57ca-914c-2e33103bc0d8	20140109	1	900000000000207008	900000000000498005	403469006	DF-006FB
3efa4b44-bb3f-5097-9231-2bae9cbef617	20140115	1	900000000000207008	900000000000498005	194201001	DA-91212
ffacead6-161c-5f87-9ac2-e0013f4746d4	20140113	1	900000000000207008	900000000000498005	71126005	P8-30520
f6ed84c2-fce0-5b97-adeb-01ef49015084	20140117	1	900000000000207008	900000000000498005	32917001	D6-76010
067d40c3-94a1-5065-ac07-7265988a7692	20140113	1	900000000000207008	900000000000498005	90732008	P8-30440
504cef75-8886-5494-8cd8-9d874fad3924	20140126	1	900000000000207008	900000000000498005	45157009	D2-60650
85c25174-6998-58c1-baee-245785ca5e1b	20140117	1	900000000000207008	900000000000498005	73855005	D6-76040
6cd1c6c6-6d81-59ce-a751-a732f5039e7b	20140109	1	900000000000207008	900000000000498005	402714001	D0-40209
c51f7a3f-0859-5178-8081-df16c5f33970	20140126	1	900000000000207008	900000000000498005	28168000	D2-60654
7d837338-834e-5549-8eed-a88eb55cf0e4	20140113	1	900000000000207008	900000000000498005	9050009	P8-30760
f80c5b71-b4f1-5065-9678-277a1e9d5981	20140113	1	900000000000207008	900000000000498005	9100000	A-12190
2ce6642f-a063-5640-87d7-62ce0232ff6f	20140126	1	900000000000207008	900000000000498005	68759006	D2-60652
b05e65c2-6db4-5a4d-a74a-ae5a37d212b4	20140116	1	900000000000207008	900000000000498005	12793000	P2-10800
2dd67e36-a99c-5905-9b37-e64c7bb42c8e	20140116	1	900000000000207008	900000000000498005	310053004	P0-0070F
