id	effectiveTime	active	moduleId	refSetId	referencedComponentId	attributeDescription	attributeType	attributeOrder
de49f4a4-c6d7-554e-b28f-1764cdad4eb6	20140731	1	900000000000207008	900000000000456007	450993002	900000000000500006	900000000000461009	0
ab333de3-8230-5b99-a662-a0acc47cdae6	20140731	1	900000000000207008	900000000000456007	450993002	900000000000501005	900000000000478000	1
9dbf7593-4115-5ced-91e4-36969da76f59	20140731	1	900000000000207008	900000000000456007	450993002	900000000000502003	900000000000478000	2
841e2087-dd90-548e-b40a-ade8005caff5	20140731	1	900000000000207008	900000000000456007	450993002	900000000000503008	900000000000466004	3
1893ce6c-967d-5d55-a757-65630ab39fc5	20140731	1	900000000000207008	900000000000456007	450993002	900000000000504002	900000000000466004	4
48f1ceb3-55f6-5d7c-92f7-4727ef53ecc6	20140731	1	900000000000207008	900000000000456007	450993002	900000000000505001	900000000000466004	5
1793d71e-61ba-5165-aaf4-bcfe6d6f3baa	20140731	1	900000000000207008	900000000000456007	450993002	447247004	900000000000461009	6
738d1572-8496-5be5-a340-1fa9d879f308	20140731	1	900000000000207008	900000000000456007	450993002	609330002	900000000000461009	7
