id	effectiveTime	active	moduleId	refSetId	referencedComponentId	mapGroup	mapPriority	mapRule	mapAdvice	mapTarget	correlationId	mapCategoryId
ae19c4e7-dd55-5cf1-8d8d-b23ba0a4f543	20140731	1	900000000000207008	450993002	5370000	1	1	TRUE	ALWAYS K78	K78	447561005	447637006
51579123-8932-5a4b-ad1d-e79242e2518a	20140731	1	900000000000207008	450993002	5441008	1	1	TRUE	ALWAYS S74	S74	447561005	447637006
2826e9eb-a668-5210-b971-6873060a9c94	20140731	1	900000000000207008	450993002	5505005	1	1	TRUE	ALWAYS R78	R78	447561005	447637006
b4645ca2-5940-584e-aaea-0edb493a6c24	20140731	1	900000000000207008	450993002	5510009	1	1	TRUE	ALWAYS P71	P71	447561005	447637006
0c5a41b6-122f-56bf-910e-4bf0bc7eb451	20140731	1	900000000000207008	450993002	5587004	1	1	TRUE	ALWAYS F99	F99	447561005	447637006
24a5d59f-862b-58f6-ae61-b2d8157ee275	20140731	1	900000000000207008	450993002	5888003	1	1	TRUE	ALWAYS F73	F73	447561005	447637006
dc404f5f-679c-503b-afc7-d398e91301ad	20140731	1	900000000000207008	450993002	5913000	1	1	TRUE	ALWAYS L75	L75	447561005	447637006
c4245496-aaf8-5e67-8733-efe280fb7d21	20140731	1	900000000000207008	450993002	5935008	1	1	TRUE	ALWAYS W11	W11	447561005	447637006
8f04c4ca-da28-5480-a90a-96a9c44a5d92	20140731	1	900000000000207008	450993002	5972002	1	1	TRUE	ALWAYS U05	U05	447561005	447637006
20d02797-6262-592c-8bfe-04b5f6313074	20140731	1	900000000000207008	450993002	6020002	1	1	TRUE	ALWAYS S74	S74	447561005	447637006
30c67513-8d96-5fcd-a0fd-616c43c4a43a	20140731	1	900000000000207008	450993002	6055000	1	1	TRUE	ALWAYS S14	S14	447561005	447637006
408a565b-503d-5741-b2a7-dee1cc9e388c	20140731	1	900000000000207008	450993002	6077001	1	1	TRUE	ALWAYS L98	L98	447561005	447637006
246dc45b-b8bb-5905-8741-e55500de6748	20140731	1	900000000000207008	450993002	6096002	1	1	TRUE	ALWAYS W84	W84	447561005	447637006
870a81a8-4101-52f7-939f-b526579bcbca	20140731	1	900000000000207008	450993002	6142004	1	1	TRUE	ALWAYS R80	R80	447561005	447637006
964bc2cc-bbf3-5f53-b1ac-82dcc60eb6ca	20140731	1	900000000000207008	450993002	6273006	1	1	TRUE	ALWAYS Y08	Y08	447561005	447637006
6f4ea3e3-1771-5ecf-b443-11598005b2d0	20140731	1	900000000000207008	450993002	6284004	1	1	TRUE	ALWAYS S10	S10	447561005	447637006
2002c37d-ed0b-5918-b303-b08d4465ece0	20140731	1	900000000000207008	450993002	6285003	1	1	TRUE	ALWAYS K04	K04	447561005	447637006
8e5de578-1701-5be4-b3b0-0da72f49c71a	20140731	1	900000000000207008	450993002	6374002	1	1	TRUE	ALWAYS K84	K84	447561005	447637006
3e282b39-8c21-5723-9048-4a0ce7720d6c	20140731	1	900000000000207008	450993002	6383007	1	1	TRUE	ALWAYS W84	W84	447561005	447637006
0a9a7071-ff7e-5f85-8a2d-5efbe30ae496	20140731	1	900000000000207008	450993002	6400008	1	1	TRUE	ALWAYS T93	T93	447561005	447637006
60467cff-0779-5845-abc9-8d0337e1403b	20140731	1	900000000000207008	450993002	6456007	1	1	TRUE	ALWAYS K79	K79	447561005	447637006
c316f2e2-72a9-5329-a6e1-1578d48051b8	20140731	1	900000000000207008	450993002	6471006	1	1	TRUE	ALWAYS P77	P77	447561005	447637006
34db8372-5269-5138-9c73-77b9fdef82ab	20140731	1	900000000000207008	450993002	6525002	1	1	TRUE	ALWAYS P19	P19	447561005	447637006
d9f0e2c5-dccd-5c7e-9023-d3de977be63e	20140731	1	900000000000207008	450993002	6631009	1	1	TRUE	ALWAYS B83	B83	447561005	447637006
2f93a79e-a9f8-530b-b119-696772ec8c13	20140731	1	900000000000207008	450993002	6654000	1	1	TRUE	ALWAYS L98	L98	447561005	447637006
81fb910c-5931-5fb9-9d0b-97e65f6a84d1	20140731	1	900000000000207008	450993002	6655004	1	1	TRUE	ALWAYS R77	R77	447561005	447637006
0fec5d28-679b-5ef6-ad12-65aa876f1bb9	20140731	1	900000000000207008	450993002	6738008	1	1	TRUE	ALWAYS W15	W15	447561005	447637006
443f29cf-bc0e-5602-a7d4-19634d6a5487	20140731	1	900000000000207008	450993002	6740003	1	1	TRUE	ALWAYS X88	X88	447561005	447637006
3d0c26a9-c612-538f-8b3a-f19bef0ebfde	20140731	1	900000000000207008	450993002	6744007	1	1	TRUE	ALWAYS U13	U13	447561005	447637006
9c1ab209-e071-5609-9aa2-83279c340b03	20140731	1	900000000000207008	450993002	6836001	1	1	TRUE	ALWAYS N81	N81	447561005	447637006
5716a140-97cb-57f7-b1bf-e9c8a516c92e	20140731	1	900000000000207008	450993002	6849006	1	1	TRUE	ALWAYS L81	L81	447561005	447637006
243f28f2-0c05-568d-af8a-1241fa713e8f	20140731	1	900000000000207008	450993002	6858004	1	1	TRUE	ALWAYS L87	L87	447561005	447637006
52f88f09-e983-5d61-9a4e-925cabad4cb8	20140731	1	900000000000207008	450993002	6929003	1	1	TRUE	ALWAYS U99	U99	447561005	447637006
1919d9b6-d286-5a34-819a-1e0144d40dd4	20140731	1	900000000000207008	450993002	6962006	1	1	TRUE	ALWAYS F83	F83	447561005	447637006
dcdc562f-8d16-5e3f-ba9c-30cf977a936a	20140731	1	900000000000207008	450993002	7006003	1	1	TRUE	ALWAYS A29	A29	447561005	447637006
af207b21-e843-5ae4-bb9d-ef0870761574	20140731	1	900000000000207008	450993002	7011001	1	1	TRUE	ALWAYS P29	P29	447561005	447637006
a5e713d9-412b-5023-97e6-b8eb5eed3767	20140731	1	900000000000207008	450993002	7033004	1	1	TRUE	ALWAYS N88	N88	447561005	447637006
72d282ee-721b-58ba-bb72-82f9aeb85b2a	20140731	1	900000000000207008	450993002	7058009	1	1	TRUE	ALWAYS Z11	Z11	447561005	447637006
216ceeb0-ed21-5a35-aa60-57c44fb6ca26	20140731	1	900000000000207008	450993002	7093002	1	1	TRUE	ALWAYS U14	U14	447561005	447637006
6fdf1bd0-6c17-5e0d-9828-0cf6bda0480d	20140731	1	900000000000207008	450993002	7180009	1	1	TRUE	ALWAYS N71	N71	447561005	447637006
15ac97ae-8913-50c2-88c2-464fc47473da	20140731	1	900000000000207008	450993002	7199000	1	1	TRUE	ALWAYS A90	A90	447561005	447637006
97172463-4c32-5d81-ad24-de835bcfb0fe	20140731	1	900000000000207008	450993002	7200002	1	1	TRUE	ALWAYS P15	P15	447561005	447637006
993c710d-5fca-5b6b-a211-d156dec2e772	20140731	1	900000000000207008	450993002	7231009	1	1	TRUE	ALWAYS S99	S99	447561005	447637006
0937641f-da30-570e-bd19-a7f5373267bc	20140731	1	900000000000207008	450993002	7393007	1	1	TRUE	ALWAYS R99	R99	447561005	447637006
5783dcc3-a09b-541c-8382-078dfe49fec5	20140731	1	900000000000207008	450993002	7520000	1	1	TRUE	ALWAYS A03	A03	447561005	447637006
b347913f-be20-5437-a8da-ffa9da679db8	20140731	1	900000000000207008	450993002	7573000	1	1	TRUE	ALWAYS T99	T99	447561005	447637006
25e51f07-c232-5e90-91b5-784bfc8dc59b	20140731	1	900000000000207008	450993002	7632005	1	1	TRUE	ALWAYS S98	S98	447561005	447637006
ca963bce-53c4-5208-becb-0ad3fb1dc36d	20140731	1	900000000000207008	450993002	7674000	1	1	TRUE	ALWAYS L87	L87	447561005	447637006
49b7b42a-bb2f-5f9c-9c8a-d4eabd3ca4cf	20140731	1	900000000000207008	450993002	7751009	1	1	TRUE	ALWAYS F05	F05	447561005	447637006
b4537bb3-94fa-5f36-a17c-eb7bc705b691	20140731	1	900000000000207008	450993002	7765006	1	1	TRUE	ALWAYS S14	S14	447561005	447637006
180d0cde-11af-55f0-954b-f436768b234e	20140731	1	900000000000207008	450993002	7916009	1	1	TRUE	ALWAYS N94	N94	447561005	447637006
dafc289e-83ff-5023-89df-3a250ceec742	20140731	1	900000000000207008	450993002	7973008	1	1	TRUE	ALWAYS F05	F05	447561005	447637006
095a26ab-ed7c-5936-9c7d-f1782394ab22	20140731	1	900000000000207008	450993002	8004003	1	1	TRUE	ALWAYS D19	D19	447561005	447637006
e33dedce-76bf-5744-b5af-98e9a80c8bb1	20140731	1	900000000000207008	450993002	8009008	1	1	TRUE	ALWAYS U04	U04	447561005	447637006
9120beb0-73c3-5cd1-a75e-ee6200d1585c	20140731	1	900000000000207008	450993002	8011004	1	1	TRUE	ALWAYS N19	N19	447561005	447637006
99b2d7a9-0f7c-58f4-b7a7-4630d70c36a4	20140731	1	900000000000207008	450993002	8034008	1	1	TRUE	ALWAYS Y08	Y08	447561005	447637006
83ec7987-e712-5c10-8578-7fb752186c4f	20140731	1	900000000000207008	450993002	8098009	1	1	TRUE	ALWAYS A78	A78	447561005	447637006
55066a05-324e-51d2-a90d-d0b8ba96b000	20140731	1	900000000000207008	450993002	8186001	1	1	TRUE	ALWAYS K84	K84	447561005	447637006
7e216e8c-15f0-5aac-9f67-6705ed536fda	20140731	1	900000000000207008	450993002	8217007	1	1	TRUE	ALWAYS N99	N99	447561005	447637006
97e4f133-53d6-5650-aeb5-51c19339e327	20140731	1	900000000000207008	450993002	8229003	1	1	TRUE	ALWAYS R97	R97	447561005	447637006
3e20edfd-134d-55fe-a5fa-285bf4314727	20140731	1	900000000000207008	450993002	8357008	1	1	TRUE	ALWAYS P07	P07	447561005	447637006
14c1ef47-a470-5604-844d-f1629c2c1d25	20140731	1	900000000000207008	450993002	8367003	1	1	TRUE	ALWAYS -52	-52	447561005	447637006
f350d689-16a4-59cb-abb5-4e9cc6c06b1d	20140731	1	900000000000207008	450993002	8414002	1	1	TRUE	ALWAYS R73	R73	447561005	447637006
80004a34-b276-5ab1-8acf-b3f63d3a2a3f	20140731	1	900000000000207008	450993002	8422009	1	1	TRUE	ALWAYS -55	-55	447561005	447637006
8fd6e1be-21dc-542f-8e66-a2e9a04c50f3	20140731	1	900000000000207008	450993002	8493009	1	1	TRUE	ALWAYS D87	D87	447561005	447637006
a0cd6a6c-4221-59f1-a03d-e588a84b7775	20140731	1	900000000000207008	450993002	8510008	1	1	TRUE	ALWAYS L28	L28	447561005	447637006
98c66568-784d-5668-8cbe-cd2a03cfb576	20140731	1	900000000000207008	450993002	8517006	1	1	TRUE	ALWAYS A23	A23	447561005	447637006
0877cf15-e492-542d-a133-0c6d42a1a0b5	20140731	1	900000000000207008	450993002	8619003	1	1	IFA 248152002 | Female (finding) |	IF FEMALE CHOOSE W15 | MAP IS CONTEXT DEPENDENT FOR GENDER	W15	447561005	447639009
c8043ba4-4c18-5c44-8995-c0ffdecb1b66	20140731	1	900000000000207008	450993002	8619003	1	2	IFA 248153007 | Male (finding) |	IF MALE CHOOSE Y10 | MAP IS CONTEXT DEPENDENT FOR GENDER	Y10	447561005	447639009
