id	effectiveTime	active	moduleId	refSetId	referencedComponentId
7c4bff93-aa47-4008-a4c5-ed956f12fdcc		1	705115006	446609009	88092000
1dab0947-49da-4357-a059-97c365315426		1	705115006	446609009	416189003
860e12c8-4d89-438f-b1dd-19b94258fd58		1	705115006	446609009	111227009
70813e75-085e-48cb-b0ea-1462bae50d05		1	705115006	446609009	271771009
462c4bfa-b1eb-4707-a4c9-b80af24737ec		1	705115006	446609009	72274001
d15091cb-4f2e-4ac0-ac0b-4e40c6de019e		1	705115006	446609009	239805001
5ff56208-37d3-46a8-93a6-f6228eea89df		1	705115006	446609009	202751009
def5bcbf-accf-4641-ae3c-9f314bb0a50d		1	705115006	446609009	205418005
d3c8a6b0-28ce-4f68-ab41-4c1d55955b18		1	705115006	446609009	110318003
a122c7e1-8f95-470e-9cd2-21c90b269c5f		1	705115006	446609009	417242001
45fd5b21-ceab-4b14-be27-5abd052e40bf		1	705115006	446609009	60492000
a65f808d-d2d2-464c-852d-2314c9505a08		1	705115006	446609009	2089002
6d47645f-0066-4ad4-a7d1-c4a6a6847163		1	705115006	446609009	61126009
3ef8d803-254d-4c7c-ad76-47ae84d494ef		1	705115006	446609009	69071001
3e435629-0548-46cf-b7dc-1a80d2145e64		1	705115006	446609009	102447009
35ee725e-5a53-45bc-b899-b43ef8115593		1	705115006	446609009	425871007
5f4f7bcb-36de-4bfe-b878-ffb130e86c8c		1	705115006	446609009	28801006
a2194b22-f5e7-4afb-b670-1c9916debc22		1	705115006	446609009	201727001
9cb448b6-0ec3-4e0d-9adc-86eecea05366		1	705115006	446609009	72791000119108
57e3207c-3b3d-47f2-93ca-ddcd91046527		1	705115006	446609009	55925001
02bfa2e3-486a-40ce-9615-b7907aba9019		1	705115006	446609009	202819003
4f00996e-cf6b-4884-9871-33866d56bc4b		1	705115006	446609009	203506002
db0111f3-739f-4c58-a0cd-8209675856b9		1	705115006	446609009	109697002
e291b4de-2756-48f3-a5d1-73b5077d5de9		1	705115006	446609009	400054000
244b83a0-e558-494d-a676-7e521af212fe		1	705115006	446609009	428783003
cb7dda43-fc10-4e47-828e-8fd403fcddf2		1	705115006	446609009	111235007
707add6f-d48e-4d90-a755-859b56bca785		1	705115006	446609009	202821008
55e142d4-0fc4-4643-a27b-504a1bf4217f		1	705115006	446609009	275349007
9c338470-b41d-453d-bed4-823d9329aa51		1	705115006	446609009	6858004
