id	effectiveTime	active	moduleId	refsetId	referencedComponentId	mapTarget	expression	definitionStatusId	correlationId	contentOriginId
1ec3a01f-af80-49c1-9a44-63d8586a8e0a	20140926	1	705115006	705110001	705114005	5195-3	363787002:70434600=(386053000:370132008=117363000,704327008=119364003,704347000=(414237002:704320005=22290004,704318007=118569000,704319004=50863008))	900000000000073002	447557004	705117003
64cb86e7-8c8c-4683-ab2c-d87cc62f2649	20140926	1	705115006	705110001	705114005	18893-8	363787002:70434600=(386053000:370132008=117365007,704327008=119303007,704347000=(414237002:704318007=118588007,704319004=386126001,704320005=387200005))	900000000000073002	447557004	705117003
8adc5191-710b-4400-b6d6-3c07f42a19ab	20140926	1	705115006	705110001	705114005	13597-0	363787002:70434600=(386053000:704327008=447154002,246514001=415067009,370132008=30766002,704347000=(414237002:704320005=702967003,704318007=118552002,704325000=702962009,704319004=45206002))	900000000000073002	447557004	705117003
2fdd1d29-4db8-4466-ad34-fc0ed7a97a73	20140926	1	705115006	705110001	705114005	47779-4	363787002:70434600=(386053000:704347000=(414237002:704318007=118563004,704325000=15373003,704319004=78014005,704320005=259577009),704327008=122575003,370132008=30766002)	900000000000073002	447557004	705117003
d223a02e-8e5c-4745-9e71-d91e378c76f9	20140926	1	705115006	705110001	705114005	53927-0	363787002:70434600=(386053000:704347000=(414237002:704318007=118569000,704319004=13648007,704320005=121172006),246501002=702675006,370132008=117363000,704327008=119393003)	900000000000073002	447557004	705117003
e4b5c0a3-c5ea-4958-8f84-033434cbad3e	20140926	1	705115006	705110001	705114005	32341-0	363787002:70434600=(386053000:704347000=(414237002:704320005=30906008,704318007=118556004,704319004=50863008),370132008=30766002,704327008=119364003)	900000000000073002	447557004	705117003
da2b3a11-1e1d-4ead-a1ef-5d0a53759dc2	20140926	1	705115006	705110001	705114005	1676-6	363787002:70434600=(386053000:370132008=30766002,704327008=119364003,704347000=(414237002:704320005=259542009,704318007=118539007,704319004=50863008))	900000000000073002	447557004	705117003
75c7d077-b211-4ba2-85ef-c0f1cb61faf2	20140926	1	705115006	705110001	705114005	2481-0	363787002:70434600=(386053000:704347000=(414237002:704320005=121130005,704318007=118569000,704319004=50863008),370132008=117363000,704327008=119364003)	900000000000073002	447557004	705117003
06e8613b-f391-417c-b78f-bfb0abb3eee2	20140926	1	705115006	705110001	705114005	25427-6	363787002:70434600=(386053000:704327008=122575003,370132008=30766002,704347000=(414237002:704323007=123027009,704321009=63911002,704324001=115457007,704318007=118562009))	900000000000073002	447557004	705117003
3a0e2df6-8a2a-4268-9d01-cd8903dac733	20140926	1	705115006	705110001	705114005	22571-4	363787002:70434600=(386053000:704347000=(414237002:704318007=118590008,704320005=120888001,704319004=50863008),370132008=30766002,704327008=119364003)	900000000000073002	447557004	705117003
b211e12b-0d11-406b-8c56-8bf76a374d75	20140926	1	705115006	705110001	705114005	45196-3	363787002:70434600=(386053000:370132008=117363000,704347000=(414237002:704320005=75777003,704318007=118569000),704327008=123038009)	900000000000073002	447557004	705117003
9fad4803-3d6c-48e6-9228-5648aa9972b4	20140926	1	705115006	705110001	705114005	53378-6	363787002:70434600=(386053000:704347000=(414237002:704320005=120682002,704318007=118569000,704319004=50863008),370132008=30766002,704327008=119364003)	900000000000073002	447557004	705117003
e9410496-0f30-4d9f-98bd-87ce18a4eb23	20140926	1	705115006	705110001	705114005	11474-4	363787002:70434600=(386053000:246501002=703457005,704347000=(414237002:704320005=117169008,704318007=118584009),370132008=117362005,704327008=123038009)	900000000000073002	447557004	705117003
8ac2f259-526c-4007-a866-33e4dabbc191	20140926	1	705115006	705110001	705114005	39543-4	363787002:70434600=(386053000:704347000=(414237002:704320005=387980002,704318007=118586006,704319004=50863008),370132008=30766002,704327008=119364003)	900000000000073002	447557004	705117003
a17f6b60-19cf-4a70-9096-07af2c318ef1	20140926	1	705115006	705110001	705114005	40248-7	363787002:70434600=(386053000:704327008=122592007,370132008=30766002,704347000=(414237002:704318007=118539007,704326004=128974000,704320005=15373003,704319004=50863008))	900000000000073002	447557004	705117003
febf89aa-db9d-40df-835d-22b8f6f1176f	20140926	1	705115006	705110001	705114005	75072-9	363787002:70434600=(386053000:704327008=122592007,704347000=(414237002:704320005=115456003,704318007=118556004,704319004=50863008),370132008=30766002)	900000000000073002	447557004	705117003
bfefe389-bf5c-4a44-8423-673756718e77	20140926	1	705115006	705110001	705114005	35617-0	363787002:70434600=(386053000:246501002=703501003,704327008=122592007,370132008=30766002,704347000=(414237002:704318007=118539007,704320005=387298007,704319004=50863008))	900000000000073002	447557004	705117003
8b69e793-dab0-49d2-baa6-278041638932	20140926	1	705115006	705110001	705114005	25664-4	363787002:70434600=(386053000:704327008=122575003,370132008=30766002,704347000=(414237002:704318007=118539007,704320005=67079006,704319004=78014005,704326004=703769001))	900000000000073002	447557004	705117003
55d32849-591a-48d2-8de7-d7b8edf31661	20140926	1	705115006	705110001	705114005	42532-2	363787002:70434600=(386053000:704327008=258450006,704347000=(414237002:704319004=65216001,704318007=118569000,704320005=120801009),370132008=117363000)	900000000000073002	447557004	705117003
2b7131c9-4084-48ed-91b9-098a82e76507	20140926	1	705115006	705110001	705114005	53194-7	363787002:70434600=(386053000:704347000=(414237002:704319004=87612001,704318007=118563004,704325000=117464005,704320005=117478006),704327008=440500007,370132008=30766002)	900000000000073002	447557004	705117003
b742473d-fe16-4820-aa83-6667e85fd768	20140926	1	705115006	705110001	705114005	55779-3	363787002:70434600=(386053000:704327008=119373006,370132008=30766002,704347000=(414237002:704320005=703062004,704319004=77012006,704318007=118550005))	900000000000073002	447557004	705117003
f4e628b8-f1bb-472b-b592-cf1c273185be	20140926	1	705115006	705110001	705114005	13198-7	363787002:70434600=(386053000:370132008=30766002,704347000=(414237002:704318007=118569000,704319004=50863008,704320005=120782005),704327008=119364003)	900000000000073002	447557004	705117003
89670575-36cb-4337-b96d-393ad3b983f0	20140926	1	705115006	705110001	705114005	51587-4	363787002:70434600=(386053000:704327008=119297000,246501002=702661004,704347000=(414237002:704319004=87612001,704320005=34706006,704318007=118569000),370132008=117363000)	900000000000073002	447557004	705117003
25af5184-fcc1-47dd-9e9a-488e8553d622	20140926	1	705115006	705110001	705114005	57746-0	363787002:70434600=(386053000:704347000=(414237002:704320005=259470008,704318007=118589004,704319004=78014005),704327008=122575003,246501002=703690001,370132008=117363000)	900000000000073002	447557004	705117003
0a240559-6620-4611-8efe-ec90aba1fcf7	20140926	1	705115006	705110001	705114005	22118-4	363787002:70434600=(386053000:704327008=258450006,704347000=(414237002:704319004=65216001,704320005=120714000,704318007=118569000),370132008=117363000)	900000000000073002	447557004	705117003
88baf6e6-fa87-47e3-839b-ff1ae5aa05fd	20140926	1	705115006	705110001	705114005	16526-6	363787002:70434600=(386053000:704327008=122592007,370132008=30766002,704347000=(414237002:704320005=5540006,704325000=88878007,704318007=118545004,704319004=50863008))	900000000000073002	447557004	705117003
da14a9f6-2dbc-410d-80ba-29ee50b5fca2	20140926	1	705115006	705110001	705114005	5303-3	363787002:70434600=(386053000:704347000=(414237002:704320005=103171001,704318007=118569000,704319004=50863008),246501002=703448004,370132008=117363000,704327008=119364003)	900000000000073002	447557004	705117003
49bd2c5c-c892-4b89-a509-bc41effa9bf0	20140926	1	705115006	705110001	705114005	22320-6	363787002:70434600=(386053000:704347000=(414237002:704320005=17627009,704318007=118569000,704319004=50863008),370132008=117363000,704327008=119364003)	900000000000073002	447557004	705117003
851aaff1-1163-4593-bb87-04cada888e8b	20140926	1	705115006	705110001	705114005	27256-7	363787002:70434600=(386053000:704327008=119373006,704347000=(414237002:704320005=430504000,704318007=118556004,704319004=77012006),370132008=30766002)	900000000000073002	447557004	705117003
decaacb8-a662-46df-92ba-4a25061204aa	20140926	1	705115006	705110001	705114005	9610-7	363787002:70434600=(386053000:704347000=(414237002:704320005=116921004,704318007=118569000,704319004=50863008),246501002=703446000,370132008=117363000,704327008=119364003)	900000000000073002	447557004	705117003
f4e91ea8-af1c-40c2-8d23-6ce753d55a2c	20140926	1	705115006	705110001	705114005	24124-0	363787002:70434600=(386053000:246501002=702661004,704327008=122567009,370132008=117363000,704347000=(414237002:704318007=118569000,704319004=386100006,704320005=21718009))	900000000000073002	447557004	705117003
f9fbbdb7-323e-4d47-bf2b-4c41f21d9bfc	20140926	1	705115006	705110001	705114005	22577-1	363787002:70434600=(386053000:370132008=117363000,704347000=(414237002:704318007=118569000,704319004=50863008,704320005=120654009),704327008=119364003)	900000000000073002	447557004	705117003
157f3a61-5d48-4e8b-aca4-3eaf8784f8d6	20140926	1	705115006	705110001	705114005	60291-2	363787002:70434600=(386053000:370132008=117363000,704347000=(414237002:704318007=118589004,704320005=387222003),704327008=123038009)	900000000000073002	447557004	705117003
b0d828c3-79f9-4784-913f-0d490e593cb8	20140926	1	705115006	705110001	705114005	26577-7	363787002:70434600=(386053000:704327008=122575003,704347000=(414237002:704318007=118563004,704325000=15373003,704320005=87136001,704319004=78014005),370132008=30766002)	900000000000073002	447557004	705117003
0a1a3218-0972-4ccf-bc5d-18813bc7ef87	20140926	1	705115006	705110001	705114005	23846-9	363787002:70434600=(386053000:704347000=(414237002:704323007=123027009,704324001=102755001,704321009=63911002,704318007=118544000),704327008=119339001,370132008=30766002)	900000000000073002	447557004	705117003
81ff0275-f128-4b70-b244-7aa1d21e3529	20140926	1	705115006	705110001	705114005	30230-7	363787002:70434600=(386053000:704347000=(414237002:704320005=703496004,704318007=118552002,704319004=32457005,704325000=702962009),246501002=702663001,246514001=415067009,370132008=30766002,704327008=309051001)	900000000000073002	447557004	705117003
ab82caaa-ff21-42cc-afe6-fad63a5ce419	20140926	1	705115006	705110001	705114005	45291-2	363787002:70434600=(386053000:704347000=(414237002:704320005=120963008,704319004=32457005,704318007=118569000),370132008=117363000,704327008=309051001)	900000000000073002	447557004	705117003
6ad4aa6b-45a0-4924-895a-ab37a212913c	20140926	1	705115006	705110001	705114005	38187-1	363787002:70434600=(386053000:370132008=30766002,704327008=119364003,704347000=(414237002:704320005=117447007,704318007=118556004,704319004=50863008))	900000000000073002	447557004	705117003
f50c1ba8-06dd-4ba3-9920-65f2b8801f93	20140926	1	705115006	705110001	705114005	5036-9	363787002:70434600=(386053000:246501002=702674005,370132008=117363000,704347000=(414237002:704318007=118569000,704320005=121176009),704327008=123038009)	900000000000073002	447557004	705117003
5d8c85da-0be8-47c1-85c3-c44a1195bc5e	20140926	1	705115006	705110001	705114005	26444-0	363787002:70434600=(386053000:704327008=119297000,704347000=(414237002:704319004=87612001,704320005=702963004,704318007=118550005),370132008=30766002)	900000000000073002	447557004	705117003
f90f6268-ce2a-43a5-b4b9-d3e5837c27dc	20140926	1	705115006	705110001	705114005	7957-4	363787002:70434600=(386053000:704347000=(414237002:704320005=120743008,704318007=118569000,704319004=50863008),370132008=30766002,704327008=119364003)	900000000000073002	447557004	705117003
88fa9da3-1b01-43a1-9c36-e849d8055680	20140926	1	705115006	705110001	705114005	6625-8	363787002:70434600=(386053000:246501002=703447009,704347000=(414237002:704319004=65216001,704318007=118569000,704320005=120895005),704327008=258450006,370132008=117363000)	900000000000073002	447557004	705117003
